dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,datetime,hour,day,weekday,month,aqi_change,aqi_roll3,pm_ratio,pm2_5_roll3,pm10_roll3,aqi_lag1,pm2_5_lag1
1722628800,3,1148.22,0.0,32.9,38.27,4.11,39.73,44.75,8.49,2024-08-02 20:00:00,20,2,4,8,0.0,3.0,0.8878212290502793,40.00333333333333,45.97333333333333,3.0,40.95
1722632400,3,907.9,0.0,20.73,50.78,3.7,34.21,37.87,6.46,2024-08-02 21:00:00,21,2,4,8,0.0,3.0,0.9033535780301031,38.29666666666667,43.24666666666667,3.0,39.73
1722636000,3,747.68,0.0,13.88,55.07,3.19,27.16,30.03,5.32,2024-08-02 22:00:00,22,2,4,8,0.0,3.0,0.9044289044289044,33.699999999999996,37.55,3.0,34.21
1722639600,2,694.27,0.0,12.0,48.64,2.98,23.59,26.3,5.57,2024-08-02 23:00:00,23,2,4,8,-1.0,2.6666666666666665,0.8969581749049429,28.320000000000004,31.400000000000002,3.0,27.16
1722643200,2,687.6,0.0,12.17,42.92,2.92,22.66,25.28,6.46,2024-08-03 00:00:00,0,3,5,8,0.0,2.3333333333333335,0.8963607594936709,24.47,27.203333333333333,2.0,23.59
1722646800,2,727.65,0.01,15.08,39.7,2.92,23.4,25.92,7.03,2024-08-03 01:00:00,1,3,5,8,0.0,2.0,0.9027777777777777,23.21666666666667,25.833333333333332,2.0,22.66
1722650400,3,974.66,0.91,28.1,29.33,3.37,25.64,28.51,7.09,2024-08-03 02:00:00,2,3,5,8,1.0,2.3333333333333335,0.8993335671694143,23.900000000000002,26.570000000000004,2.0,23.4
1722654000,3,1321.79,5.03,41.13,25.39,4.17,27.79,30.82,7.16,2024-08-03 03:00:00,3,3,5,8,0.0,2.6666666666666665,0.9016872160934458,25.61,28.416666666666668,3.0,25.64
1722657600,2,867.84,1.49,19.88,83.68,7.63,20.84,22.37,4.75,2024-08-03 04:00:00,4,3,5,8,-1.0,2.6666666666666665,0.9316048278945015,24.756666666666664,27.233333333333334,3.0,27.79
1722661200,3,727.65,1.17,12.0,114.44,8.94,17.58,18.75,4.18,2024-08-03 05:00:00,5,3,5,8,1.0,2.6666666666666665,0.9375999999999999,22.069999999999997,23.98,2.0,20.84
1722664800,3,660.9,0.82,7.54,138.76,10.49,17.91,18.95,4.12,2024-08-03 06:00:00,6,3,5,8,0.0,2.6666666666666665,0.9451187335092349,18.776666666666667,20.023333333333333,3.0,17.58
1722668400,4,580.79,0.48,4.16,144.48,7.87,16.43,17.12,3.17,2024-08-03 07:00:00,7,3,5,8,1.0,3.3333333333333335,0.9596962616822429,17.30666666666667,18.273333333333337,3.0,17.91
1722672000,4,567.44,0.47,4.07,141.62,7.09,16.63,17.21,3.04,2024-08-03 08:00:00,8,3,5,8,0.0,3.6666666666666665,0.9662986635676931,16.99,17.76,4.0,16.43
1722675600,4,587.46,0.53,4.67,141.62,7.33,17.17,17.75,3.2,2024-08-03 09:00:00,9,3,5,8,0.0,4.0,0.9673239436619719,16.743333333333336,17.36,4.0,16.63
1722679200,4,607.49,0.54,5.65,141.62,8.34,17.54,18.13,3.32,2024-08-03 10:00:00,10,3,5,8,0.0,4.0,0.9674572531715389,17.113333333333333,17.696666666666665,4.0,17.17
1722682800,3,647.54,0.53,7.63,133.04,8.82,15.9,16.47,3.32,2024-08-03 11:00:00,11,3,5,8,-1.0,3.6666666666666665,0.9653916211293261,16.87,17.45,4.0,17.54
1722686400,3,700.95,0.42,10.71,117.3,8.11,12.4,12.92,3.2,2024-08-03 12:00:00,12,3,5,8,0.0,3.3333333333333335,0.9597523219814241,15.280000000000001,15.839999999999998,3.0,15.9
1722690000,3,774.38,0.28,15.77,100.14,7.57,9.54,10.16,3.55,2024-08-03 13:00:00,13,3,5,8,0.0,3.0,0.9389763779527558,12.613333333333335,13.183333333333332,3.0,12.4
1722693600,2,834.47,0.06,19.88,83.68,7.15,8.52,9.46,4.62,2024-08-03 14:00:00,14,3,5,8,-1.0,2.6666666666666665,0.9006342494714586,10.153333333333334,10.846666666666666,3.0,9.54
1722697200,2,821.11,0.0,19.02,73.67,6.26,7.91,9.16,5.45,2024-08-03 15:00:00,15,3,5,8,0.0,2.3333333333333335,0.8635371179039302,8.656666666666666,9.593333333333334,2.0,8.52
1722700800,2,854.49,0.0,20.22,63.66,4.47,8.59,10.46,6.71,2024-08-03 16:00:00,16,3,5,8,0.0,2.0,0.8212237093690248,8.34,9.693333333333335,2.0,7.91
1722704400,1,907.9,0.0,22.62,52.93,3.61,9.93,12.54,7.6,2024-08-03 17:00:00,17,3,5,8,-1.0,1.6666666666666667,0.791866028708134,8.81,10.72,2.0,8.59
1722708000,2,961.3,0.0,25.02,45.42,3.55,10.89,13.88,7.41,2024-08-03 18:00:00,18,3,5,8,1.0,1.6666666666666667,0.7845821325648416,9.803333333333333,12.293333333333331,1.0,9.93
1722711600,2,934.6,0.0,23.65,42.2,3.58,11.05,13.64,6.46,2024-08-03 19:00:00,19,3,5,8,0.0,1.6666666666666667,0.810117302052786,10.623333333333333,13.353333333333333,2.0,10.89
1722715200,2,821.11,0.0,17.48,43.99,3.55,10.91,12.81,5.45,2024-08-03 20:00:00,20,3,5,8,0.0,2.0,0.8516783762685401,10.950000000000001,13.443333333333333,2.0,11.05
1722718800,2,707.63,0.0,12.17,47.21,3.67,10.42,11.86,4.81,2024-08-03 21:00:00,21,3,5,8,0.0,2.0,0.8785834738617201,10.793333333333335,12.770000000000001,2.0,10.91
1722722400,1,627.52,0.0,9.17,52.21,4.41,9.29,10.36,4.18,2024-08-03 22:00:00,22,3,5,8,-1.0,1.6666666666666667,0.8967181467181466,10.206666666666665,11.676666666666668,2.0,10.42
1722726000,1,594.14,0.0,8.4,52.93,5.19,8.62,9.6,3.89,2024-08-03 23:00:00,23,3,5,8,0.0,1.3333333333333333,0.8979166666666666,9.443333333333333,10.606666666666666,1.0,9.29
1722729600,1,594.14,0.0,8.83,52.93,5.72,8.54,9.49,3.67,2024-08-04 00:00:00,0,4,6,8,0.0,1.0,0.8998946259220231,8.816666666666665,9.816666666666668,1.0,8.62
1722733200,1,614.17,0.0,10.45,52.93,5.72,8.7,9.81,3.93,2024-08-04 01:00:00,1,4,6,8,0.0,1.0,0.8868501529051986,8.62,9.633333333333335,1.0,8.54
1722736800,1,714.3,0.28,17.14,52.21,6.5,9.36,10.89,4.69,2024-08-04 02:00:00,2,4,6,8,0.0,1.0,0.8595041322314049,8.866666666666665,10.063333333333334,1.0,8.7
1722740400,2,841.14,1.93,22.96,61.51,7.87,10.13,11.92,5.26,2024-08-04 03:00:00,3,4,6,8,1.0,1.3333333333333333,0.8498322147651007,9.396666666666667,10.873333333333335,1.0,9.36
1722744000,2,694.27,1.61,16.28,92.98,8.58,8.79,9.95,3.96,2024-08-04 04:00:00,4,4,6,8,0.0,1.6666666666666667,0.8834170854271357,9.426666666666668,10.92,2.0,10.13
1722747600,3,587.46,0.91,11.31,108.72,8.58,8.43,9.3,3.48,2024-08-04 05:00:00,5,4,6,8,1.0,2.3333333333333335,0.9064516129032257,9.116666666666667,10.39,2.0,8.79
1722751200,3,520.71,0.52,8.31,114.44,8.94,8.67,9.38,3.2,2024-08-04 06:00:00,6,4,6,8,0.0,2.6666666666666665,0.9243070362473347,8.629999999999999,9.543333333333333,3.0,8.43
1722754800,3,480.65,0.27,7.11,110.15,8.46,8.49,9.05,2.85,2024-08-04 07:00:00,7,4,6,8,0.0,3.0,0.9381215469613259,8.530000000000001,9.243333333333334,3.0,8.67
1722758400,3,473.98,0.17,7.63,100.14,7.57,8.06,8.54,2.66,2024-08-04 08:00:00,8,4,6,8,0.0,3.0,0.9437939110070259,8.406666666666668,8.99,3.0,8.49
1722762000,2,487.33,0.09,8.31,92.98,6.56,7.74,8.18,2.53,2024-08-04 09:00:00,9,4,6,8,-1.0,2.6666666666666665,0.9462102689486553,8.096666666666666,8.59,3.0,8.06
1722765600,2,507.35,0.03,9.34,84.4,6.44,8.12,8.57,2.56,2024-08-04 10:00:00,10,4,6,8,0.0,2.3333333333333335,0.9474912485414234,7.973333333333334,8.43,2.0,7.74
1722769200,2,534.06,0.03,10.62,75.82,6.38,9.51,10.0,2.91,2024-08-04 11:00:00,11,4,6,8,0.0,2.0,0.951,8.456666666666665,8.916666666666666,2.0,8.12
1722772800,2,580.79,0.08,13.19,69.38,5.96,11.17,11.7,3.13,2024-08-04 12:00:00,12,4,6,8,0.0,2.0,0.9547008547008548,9.6,10.09,2.0,9.51
1722776400,2,794.41,0.3,25.02,55.07,4.53,13.41,14.27,4.43,2024-08-04 13:00:00,13,4,6,8,0.0,2.0,0.9397337070777856,11.363333333333335,11.99,2.0,11.17
1722780000,2,974.66,0.07,33.24,40.41,3.93,15.44,16.86,5.83,2024-08-04 14:00:00,14,4,6,8,0.0,2.0,0.9157769869513642,13.340000000000002,14.276666666666666,2.0,13.41
1722783600,2,1041.41,0.0,34.62,34.69,4.17,17.18,19.21,6.59,2024-08-04 15:00:00,15,4,6,8,0.0,2.0,0.894325871941697,15.343333333333334,16.78,2.0,15.44
1722787200,2,1014.71,0.0,30.85,36.12,4.17,17.9,20.34,6.78,2024-08-04 16:00:00,16,4,6,8,0.0,2.0,0.8800393313667649,16.84,18.803333333333335,2.0,17.18
1722790800,2,1001.36,0.0,28.79,37.55,3.99,17.57,20.31,6.9,2024-08-04 17:00:00,17,4,6,8,0.0,2.0,0.8650910881339242,17.55,19.953333333333333,2.0,17.9
1722794400,2,1028.06,0.01,29.82,34.69,3.99,16.95,19.81,6.71,2024-08-04 18:00:00,18,4,6,8,0.0,2.0,0.8556284704694599,17.473333333333333,20.153333333333332,2.0,17.57
1722798000,2,1014.71,0.01,28.45,32.54,3.78,15.56,18.1,6.52,2024-08-04 19:00:00,19,4,6,8,0.0,2.0,0.8596685082872928,16.69333333333333,19.406666666666666,2.0,16.95
1722801600,2,1001.36,0.01,25.36,31.11,3.93,14.68,17.13,6.84,2024-08-04 20:00:00,20,4,6,8,0.0,2.0,0.8569760653823701,15.729999999999999,18.346666666666664,2.0,15.56
1722805200,2,1001.36,0.01,22.96,28.25,4.23,15.1,18.06,8.04,2024-08-04 21:00:00,21,4,6,8,0.0,2.0,0.8361018826135106,15.113333333333335,17.763333333333332,2.0,14.68
1722808800,2,1001.36,0.03,23.31,20.21,4.29,17.16,21.24,10.13,2024-08-04 22:00:00,22,4,6,8,0.0,2.0,0.8079096045197741,15.646666666666667,18.81,2.0,15.1
1722812400,2,1014.71,0.15,23.99,11.44,4.65,19.84,25.03,12.16,2024-08-04 23:00:00,23,4,6,8,0.0,2.0,0.7926488214143028,17.366666666666664,21.44333333333333,2.0,17.16
1722816000,2,1028.06,0.84,25.36,4.96,5.3,22.51,28.47,14.95,2024-08-05 00:00:00,0,5,0,8,0.0,2.0,0.7906568317527223,19.83666666666667,24.91333333333333,2.0,19.84
1722819600,3,1108.17,5.14,26.39,0.75,6.32,25.41,31.62,16.21,2024-08-05 01:00:00,1,5,0,8,1.0,2.3333333333333335,0.8036053130929791,22.58666666666667,28.373333333333335,2.0,22.51
1722823200,3,1441.96,22.13,27.08,0.77,6.79,29.75,35.95,12.92,2024-08-05 02:00:00,2,5,0,8,0.0,2.6666666666666665,0.8275382475660639,25.89,32.013333333333335,3.0,25.41
1722826800,4,1762.39,38.0,-9999.0,1.65,6.5,31.96,37.43,9.63,2024-08-05 03:00:00,3,5,0,8,1.0,3.3333333333333335,0.8538605396740583,29.040000000000003,35.0,3.0,29.75
1722830400,2,907.9,3.27,32.22,33.26,8.94,17.94,20.04,4.12,2024-08-05 04:00:00,4,5,0,8,-2.0,3.0,0.8952095808383235,26.55,31.14,4.0,31.96
1722834000,2,794.41,2.99,26.05,46.49,12.64,14.2,16.06,4.18,2024-08-05 05:00:00,5,5,0,8,0.0,2.6666666666666665,0.8841843088418431,21.36666666666667,24.51,2.0,17.94
1722837600,2,814.44,2.91,23.99,63.66,17.64,14.77,16.64,4.75,2024-08-05 06:00:00,6,5,0,8,0.0,2.0,0.8876201923076923,15.636666666666665,17.58,2.0,14.2
1722841200,2,560.76,1.17,12.85,82.25,15.97,9.86,10.82,2.69,2024-08-05 07:00:00,7,5,0,8,0.0,2.0,0.9112754158964879,12.943333333333333,14.506666666666666,2.0,14.77
1722844800,2,500.68,0.66,11.14,82.25,13.23,8.19,8.93,2.56,2024-08-05 08:00:00,8,5,0,8,0.0,2.0,0.9171332586786114,10.94,12.13,2.0,9.86
1722848400,2,514.03,0.47,12.51,75.82,13.35,7.37,8.1,2.85,2024-08-05 09:00:00,9,5,0,8,0.0,2.0,0.9098765432098765,8.473333333333333,9.283333333333333,2.0,8.19
1722852000,2,540.73,0.54,15.08,68.66,15.74,7.13,7.93,3.29,2024-08-05 10:00:00,10,5,0,8,0.0,2.0,0.8991172761664565,7.563333333333333,8.32,2.0,7.37
1722855600,2,594.14,0.43,18.68,61.51,18.12,7.45,8.39,3.93,2024-08-05 11:00:00,11,5,0,8,0.0,2.0,0.8879618593563766,7.316666666666666,8.14,2.0,7.13
1722859200,1,674.25,0.27,22.62,52.93,17.17,7.52,8.56,4.56,2024-08-05 12:00:00,12,5,0,8,-1.0,1.6666666666666667,0.8785046728971961,7.366666666666666,8.293333333333333,2.0,7.45
1722862800,2,1068.12,0.8,44.55,26.82,13.59,9.91,11.58,7.28,2024-08-05 13:00:00,13,5,0,8,1.0,1.6666666666666667,0.8557858376511226,8.293333333333333,9.51,1.0,7.52
1722866400,2,1615.52,6.26,63.75,2.79,10.49,15.27,18.37,11.27,2024-08-05 14:00:00,14,5,0,8,0.0,1.6666666666666667,0.8312465977136635,10.9,12.836666666666668,2.0,9.91
1722870000,2,1949.31,14.98,65.12,0.09,9.06,20.71,25.37,13.05,2024-08-05 15:00:00,15,5,0,8,0.0,2.0,0.8163184864012614,15.296666666666667,18.44,2.0,15.27
1722873600,2,2082.82,18.55,63.06,0.02,7.45,24.98,31.26,13.3,2024-08-05 16:00:00,16,5,0,8,0.0,2.0,0.7991042866282789,20.320000000000004,25.0,2.0,20.71
1722877200,3,2029.42,21.01,56.89,0.01,6.02,27.72,35.6,12.67,2024-08-05 17:00:00,17,5,0,8,1.0,2.3333333333333335,0.7786516853932584,24.47,30.743333333333336,2.0,24.98
1722880800,3,1976.01,24.59,51.41,0.0,5.3,29.1,38.12,11.53,2024-08-05 18:00:00,18,5,0,8,0.0,2.6666666666666665,0.7633788037775446,27.266666666666666,34.99333333333333,3.0,27.72
1722884400,3,1735.69,21.01,45.93,0.01,4.47,27.77,36.31,9.88,2024-08-05 19:00:00,19,5,0,8,0.0,3.0,0.7648030845497108,28.19666666666667,36.67666666666667,3.0,29.1
1722888000,2,1321.79,7.49,41.13,0.93,3.64,24.65,31.6,8.11,2024-08-05 20:00:00,20,5,0,8,-1.0,2.6666666666666665,0.7800632911392404,27.173333333333332,35.343333333333334,3.0,27.77
1722891600,2,921.25,0.22,27.76,15.91,3.19,21.24,26.2,6.71,2024-08-05 21:00:00,21,5,0,8,0.0,2.3333333333333335,0.8106870229007633,24.55333333333333,31.37,2.0,24.65
1722895200,2,647.54,0.0,13.71,40.05,3.64,18.37,21.42,5.51,2024-08-05 22:00:00,22,5,0,8,0.0,2.0,0.857609710550887,21.419999999999998,26.406666666666666,2.0,21.24
1722898800,2,580.79,0.0,10.11,44.7,4.05,18.53,20.82,5.32,2024-08-05 23:00:00,23,5,0,8,0.0,2.0,0.8900096061479347,19.38,22.813333333333333,2.0,18.37
1722902400,2,587.46,0.0,9.77,43.27,4.47,20.15,22.05,5.19,2024-08-06 00:00:00,0,6,1,8,0.0,2.0,0.9138321995464852,19.01666666666667,21.429999999999996,2.0,18.53
1722906000,2,620.84,0.0,10.88,43.27,5.36,20.81,22.35,4.62,2024-08-06 01:00:00,1,6,1,8,0.0,2.0,0.9310961968680088,19.83,21.74,2.0,20.15
1722909600,2,761.03,0.32,18.68,38.62,6.62,20.28,21.95,4.62,2024-08-06 02:00:00,2,6,1,8,0.0,2.0,0.9239179954441914,20.41333333333333,22.11666666666667,2.0,20.81
1722913200,2,988.01,2.32,29.47,32.54,8.34,18.22,20.1,5.13,2024-08-06 03:00:00,3,6,1,8,0.0,2.0,0.9064676616915421,19.77,21.46666666666667,2.0,20.28
1722916800,2,1068.12,4.25,31.19,41.13,9.66,15.12,17.05,5.32,2024-08-06 04:00:00,4,6,1,8,0.0,2.0,0.8868035190615835,17.87333333333333,19.7,2.0,18.22
1722920400,2,1001.36,3.74,26.73,63.66,12.16,13.76,15.58,5.26,2024-08-06 05:00:00,5,6,1,8,0.0,2.0,0.883183568677792,15.700000000000001,17.576666666666668,2.0,15.12
1722924000,3,961.3,2.77,21.93,100.14,16.69,16.49,18.28,5.32,2024-08-06 06:00:00,6,6,1,8,1.0,2.3333333333333335,0.9020787746170676,15.123333333333333,16.97,2.0,13.76
1722927600,3,794.41,1.36,14.39,134.47,21.22,20.04,21.38,4.18,2024-08-06 07:00:00,7,6,1,8,0.0,2.6666666666666665,0.9373246024321796,16.763333333333332,18.41333333333333,3.0,16.49
1722931200,4,727.65,1.05,11.65,157.36,23.84,25.05,26.17,3.55,2024-08-06 08:00:00,8,6,1,8,1.0,3.3333333333333335,0.957202904088651,20.526666666666667,21.94333333333333,3.0,20.04
1722934800,5,707.63,0.94,10.71,183.11,24.8,32.59,33.67,3.39,2024-08-06 09:00:00,9,6,1,8,1.0,4.0,0.967923967923968,25.893333333333334,27.073333333333334,4.0,25.05
1722938400,5,647.54,0.81,9.6,185.97,18.84,33.89,34.85,3.32,2024-08-06 10:00:00,10,6,1,8,0.0,4.666666666666667,0.9724533715925394,30.51,31.563333333333333,5.0,32.59
1722942000,4,614.17,0.81,10.54,165.94,14.42,29.8,30.72,3.64,2024-08-06 11:00:00,11,6,1,8,-1.0,4.666666666666667,0.9700520833333334,32.093333333333334,33.080000000000005,5.0,33.89
1722945600,4,640.87,0.83,14.05,148.77,13.83,27.41,28.42,4.18,2024-08-06 12:00:00,12,6,1,8,0.0,4.333333333333333,0.9644616467276566,30.366666666666664,31.330000000000002,4.0,29.8
1722949200,3,881.2,0.75,30.5,118.73,14.07,28.55,29.99,6.02,2024-08-06 13:00:00,13,6,1,8,-1.0,3.6666666666666665,0.9519839946648884,28.58666666666667,29.709999999999997,4.0,27.41
1722952800,3,1148.22,0.1,44.55,85.83,13.11,30.77,32.92,8.36,2024-08-06 14:00:00,14,6,1,8,0.0,3.3333333333333335,0.9346901579586877,28.91,30.44333333333333,3.0,28.55
1722956400,3,1161.58,0.0,39.76,70.81,9.78,31.32,33.95,8.49,2024-08-06 15:00:00,15,6,1,8,0.0,3.0,0.9225331369661266,30.213333333333335,32.28666666666667,3.0,30.77
1722960000,3,1001.36,0.0,27.08,70.81,7.15,31.49,34.08,7.16,2024-08-06 16:00:00,16,6,1,8,0.0,3.0,0.9240023474178404,31.19333333333333,33.65,3.0,31.32
1722963600,3,961.3,0.0,25.02,60.8,6.85,29.63,32.25,6.02,2024-08-06 17:00:00,17,6,1,8,0.0,3.0,0.9187596899224806,30.813333333333333,33.42666666666667,3.0,31.49
1722967200,2,934.6,0.0,25.7,54.36,7.27,24.45,26.86,4.94,2024-08-06 18:00:00,18,6,1,8,-1.0,2.6666666666666665,0.9102755026061057,28.52333333333333,31.063333333333333,3.0,29.63
1722970800,2,847.82,0.0,22.62,54.36,6.91,19.25,21.2,4.18,2024-08-06 19:00:00,19,6,1,8,0.0,2.3333333333333335,0.9080188679245284,24.44333333333333,26.77,2.0,24.45
1722974400,2,754.36,0.0,18.34,52.21,5.84,15.32,17.06,3.99,2024-08-06 20:00:00,20,6,1,8,0.0,2.0,0.8980070339976555,19.673333333333332,21.706666666666667,2.0,19.25
1722978000,2,634.19,0.0,12.85,51.5,4.77,12.7,14.18,3.8,2024-08-06 21:00:00,21,6,1,8,0.0,2.0,0.8956276445698166,15.756666666666666,17.48,2.0,15.32
1722981600,2,560.76,0.0,8.91,55.79,4.59,11.36,12.55,3.67,2024-08-06 22:00:00,22,6,1,8,0.0,2.0,0.9051792828685258,13.126666666666665,14.596666666666666,2.0,12.7
1722985200,2,534.06,0.0,7.11,64.37,5.25,10.87,11.85,3.55,2024-08-06 23:00:00,23,6,1,8,0.0,2.0,0.9172995780590717,11.643333333333333,12.86,2.0,11.36
1722988800,2,554.08,0.0,7.11,74.39,5.9,11.33,12.18,3.45,2024-08-07 00:00:00,0,7,2,8,0.0,2.0,0.9302134646962233,11.186666666666667,12.193333333333333,2.0,10.87
1722992400,2,620.84,0.0,9.51,82.97,6.74,12.77,13.7,3.51,2024-08-07 01:00:00,1,7,2,8,0.0,2.0,0.932116788321168,11.656666666666666,12.576666666666666,2.0,11.33
1722996000,2,847.82,0.04,21.59,77.25,9.18,15.35,16.79,4.18,2024-08-07 02:00:00,2,7,2,8,0.0,2.0,0.9142346634901728,13.15,14.223333333333331,2.0,12.77
1722999600,2,1241.68,0.8,42.84,60.08,13.95,18.44,20.44,5.07,2024-08-07 03:00:00,3,7,2,8,0.0,2.0,0.9021526418786693,15.520000000000001,16.976666666666663,2.0,15.35
1723003200,2,1455.31,3.46,50.72,61.51,20.98,21.03,23.36,5.64,2024-08-07 04:00:00,4,7,2,8,0.0,2.0,0.9002568493150686,18.273333333333337,20.19666666666667,2.0,18.44
1723006800,3,1588.82,6.71,51.41,77.96,29.09,25.0,27.7,6.46,2024-08-07 05:00:00,5,7,2,8,1.0,2.3333333333333335,0.9025270758122744,21.49,23.833333333333332,2.0,21.03
1723010400,3,1682.28,7.26,50.04,117.3,37.19,33.01,35.9,7.22,2024-08-07 06:00:00,6,7,2,8,0.0,2.6666666666666665,0.9194986072423398,26.346666666666664,28.986666666666668,3.0,25.0
1723014000,4,1161.58,2.85,26.73,174.52,33.86,36.65,38.59,4.81,2024-08-07 07:00:00,7,7,2,8,1.0,3.3333333333333335,0.9497279087846591,31.55333333333333,34.06333333333333,3.0,33.01
1723017600,5,847.82,0.99,15.77,188.83,25.27,35.8,37.3,3.86,2024-08-07 08:00:00,8,7,2,8,1.0,4.0,0.9597855227882037,35.15333333333333,37.26333333333333,4.0,36.65
1723021200,5,761.03,0.55,14.39,180.24,21.7,33.37,34.82,4.05,2024-08-07 09:00:00,9,7,2,8,0.0,4.666666666666667,0.9583572659391154,35.27333333333333,36.90333333333333,5.0,35.8
1723024800,4,854.49,0.91,21.42,163.08,18.6,32.34,33.95,5.38,2024-08-07 10:00:00,10,7,2,8,-1.0,4.666666666666667,0.9525773195876289,33.836666666666666,35.35666666666667,5.0,33.37
1723028400,4,1201.63,2.43,38.04,151.63,20.5,37.47,39.57,7.28,2024-08-07 11:00:00,11,7,2,8,0.0,4.333333333333333,0.9469294920394238,34.39333333333334,36.11333333333334,4.0,32.34
1723032000,3,1602.17,3.69,54.15,137.33,19.79,41.13,43.71,8.11,2024-08-07 12:00:00,12,7,2,8,-1.0,3.6666666666666665,0.9409746053534661,36.98,39.07666666666667,4.0,37.47
1723035600,3,1668.93,2.54,56.21,107.29,12.04,35.37,38.11,7.98,2024-08-07 13:00:00,13,7,2,8,0.0,3.3333333333333335,0.9281028601416951,37.99,40.46333333333333,3.0,41.13
1723039200,3,1375.2,0.28,43.18,83.68,7.63,27.22,29.92,7.41,2024-08-07 14:00:00,14,7,2,8,0.0,3.0,0.90975935828877,34.57333333333333,37.24666666666666,3.0,35.37
1723042800,2,1068.12,0.0,28.45,80.82,6.56,23.06,25.62,6.65,2024-08-07 15:00:00,15,7,2,8,-1.0,2.6666666666666665,0.9000780640124901,28.549999999999997,31.21666666666667,3.0,27.22
1723046400,2,854.49,0.0,19.88,85.83,5.6,21.24,23.59,5.7,2024-08-07 16:00:00,16,7,2,8,0.0,2.3333333333333335,0.9003815175922,23.84,26.376666666666665,2.0,23.06
1723050000,2,807.76,0.0,18.68,82.25,4.83,21.09,23.48,5.32,2024-08-07 17:00:00,17,7,2,8,0.0,2.0,0.8982112436115843,21.796666666666667,24.23,2.0,21.24
1723053600,2,814.44,0.0,19.71,76.53,4.71,21.09,23.42,5.0,2024-08-07 18:00:00,18,7,2,8,0.0,2.0,0.9005123825789922,21.139999999999997,23.496666666666666,2.0,21.09
1723057200,2,794.41,0.0,18.85,72.96,4.59,20.45,22.41,4.75,2024-08-07 19:00:00,19,7,2,8,0.0,2.0,0.9125390450691655,20.876666666666665,23.103333333333335,2.0,21.09
1723060800,2,781.06,0.0,16.45,70.81,4.95,19.91,21.68,5.0,2024-08-07 20:00:00,20,7,2,8,0.0,2.0,0.9183579335793358,20.48333333333333,22.50333333333333,2.0,20.45
1723064400,2,774.38,0.0,14.57,67.95,5.78,19.36,21.16,5.7,2024-08-07 21:00:00,21,7,2,8,0.0,2.0,0.9149338374291115,19.906666666666666,21.75,2.0,19.91
1723068000,2,767.71,0.0,13.54,62.94,7.15,18.7,20.61,6.21,2024-08-07 22:00:00,22,7,2,8,0.0,2.0,0.9073265405143134,19.323333333333334,21.150000000000002,2.0,19.36
1723071600,2,727.65,0.0,11.82,62.94,8.23,18.85,20.62,5.76,2024-08-07 23:00:00,23,7,2,8,0.0,2.0,0.914161008729389,18.97,20.796666666666667,2.0,18.7
1723075200,2,674.25,0.0,10.02,65.09,7.87,19.23,20.7,5.07,2024-08-08 00:00:00,0,8,3,8,0.0,2.0,0.9289855072463769,18.926666666666666,20.643333333333334,2.0,18.85
1723078800,2,687.6,0.0,11.31,64.37,6.74,17.67,18.99,4.81,2024-08-08 01:00:00,1,8,3,8,0.0,2.0,0.9304897314375989,18.583333333333332,20.103333333333335,2.0,19.23
1723082400,2,1001.36,0.02,30.16,44.35,7.27,18.54,20.54,6.14,2024-08-08 02:00:00,2,8,3,8,0.0,2.0,0.9026290165530672,18.48,20.076666666666664,2.0,17.67
1723086000,2,1762.39,6.43,66.49,7.78,9.66,22.34,25.39,8.74,2024-08-08 03:00:00,3,8,3,8,0.0,2.0,0.879873966128397,19.516666666666666,21.64,2.0,18.54
1723089600,3,2216.34,20.12,70.6,5.99,10.13,24.21,27.79,9.75,2024-08-08 04:00:00,4,8,3,8,1.0,2.3333333333333335,0.8711766822598057,21.69666666666667,24.573333333333334,2.0,22.34
1723093200,2,1815.8,7.82,62.38,14.84,8.7,20.02,23.11,7.73,2024-08-08 05:00:00,5,8,3,8,-1.0,2.3333333333333335,0.8662916486369537,22.189999999999998,25.429999999999996,3.0,24.21
1723096800,2,1201.63,1.33,38.39,43.63,8.58,15.22,17.33,6.33,2024-08-08 06:00:00,6,8,3,8,0.0,2.3333333333333335,0.8782458165031738,19.816666666666666,22.74333333333333,2.0,20.02
1723100400,2,680.92,0.55,15.08,80.11,11.21,11.38,12.44,4.31,2024-08-08 07:00:00,7,8,3,8,0.0,2.0,0.914790996784566,15.54,17.626666666666665,2.0,15.22
1723104000,2,600.81,0.94,10.8,98.71,10.37,12.28,13.15,3.86,2024-08-08 08:00:00,8,8,3,8,0.0,2.0,0.9338403041825094,12.96,14.306666666666667,2.0,11.38
1723107600,3,594.14,1.1,9.34,111.58,9.66,15.06,15.93,3.83,2024-08-08 09:00:00,9,8,3,8,1.0,2.3333333333333335,0.9453860640301319,12.906666666666666,13.839999999999998,2.0,12.28
1723111200,3,594.14,1.1,9.42,118.73,10.01,17.45,18.3,3.8,2024-08-08 10:00:00,10,8,3,8,0.0,2.6666666666666665,0.953551912568306,14.93,15.793333333333335,3.0,15.06
1723114800,3,614.17,1.13,11.65,113.01,10.73,17.97,18.85,3.96,2024-08-08 11:00:00,11,8,3,8,0.0,3.0,0.9533156498673738,16.826666666666664,17.693333333333335,3.0,17.45
