dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,datetime,hour,day,weekday,month,aqi_change,aqi_roll3,pm_ratio,pm2_5_roll3,pm10_roll3,aqi_lag1,pm2_5_lag1
1724932800,3,934.6,1.75,27.76,114.44,19.31,23.37,24.57,4.24,2024-08-29 12:00:00,12,29,3,8,-1.0,3.6666666666666665,0.9511599511599512,28.7566666666667,30.02999999999999,4.0,28.02
1724936400,2,1121.52,0.98,42.16,82.97,19.07,21.85,23.27,5.45,2024-08-29 13:00:00,13,29,3,8,-1.0,3.0,0.9389772238934251,24.413333333333366,25.689999999999987,3.0,23.37
1724940000,2,1241.68,0.03,44.55,59.37,13.95,22.63,24.43,6.52,2024-08-29 14:00:00,14,29,3,8,0.0,2.3333333333333335,0.9263200982398689,22.6166666666667,24.08999999999999,2.0,21.85
1724943600,3,1148.22,0.0,32.56,60.08,7.99,26.13,28.16,6.08,2024-08-29 15:00:00,15,29,3,8,1.0,2.3333333333333335,0.9279119318181818,23.536666666666694,25.286666666666658,2.0,22.63
1724947200,3,1041.41,0.0,25.02,62.23,4.95,31.97,34.05,4.94,2024-08-29 16:00:00,16,29,3,8,0.0,2.6666666666666665,0.938913362701909,26.910000000000025,28.879999999999985,3.0,26.13
1724950800,3,1121.52,0.0,29.82,47.92,4.89,36.15,38.72,4.88,2024-08-29 17:00:00,17,29,3,8,0.0,3.0,0.9336260330578512,31.416666666666696,33.643333333333324,3.0,31.97
1724954400,3,1321.79,0.04,39.41,29.33,5.66,38.91,41.92,5.26,2024-08-29 18:00:00,18,29,3,8,0.0,3.0,0.9281965648854961,35.6766666666667,38.22999999999999,3.0,36.15
1724958000,3,1401.9,0.08,42.5,21.1,6.2,38.6,41.49,5.19,2024-08-29 19:00:00,19,29,3,8,0.0,3.0,0.9303446613641841,37.88666666666669,40.70999999999999,3.0,38.91
1724961600,3,1268.39,0.01,34.27,25.75,6.85,35.04,37.57,4.81,2024-08-29 20:00:00,20,29,3,8,0.0,3.0,0.9326590364652648,37.516666666666694,40.32666666666666,3.0,38.6
1724965200,3,1001.36,0.0,22.28,39.34,8.23,27.74,29.75,4.12,2024-08-29 21:00:00,21,29,3,8,0.0,3.0,0.9324369747899159,33.79333333333336,36.26999999999999,3.0,35.04
1724968800,2,921.25,0.0,18.51,37.55,8.23,23.89,26.01,5.19,2024-08-29 22:00:00,22,29,3,8,-1.0,2.6666666666666665,0.9184928873510189,28.89000000000003,31.10999999999999,3.0,27.74
1724972400,3,1054.76,0.03,22.62,20.74,7.33,26.74,29.69,7.28,2024-08-29 23:00:00,23,29,3,8,1.0,2.6666666666666665,0.9006399461098011,26.123333333333363,28.483333333333324,2.0,23.89
1724976000,3,1188.28,0.45,27.08,8.49,7.45,29.32,32.5,8.74,2024-08-30 00:00:00,0,30,4,8,0.0,2.6666666666666665,0.9021538461538462,26.65000000000003,29.39999999999999,3.0,26.74
1724979600,3,1428.6,5.59,30.85,0.77,7.51,32.2,35.82,9.88,2024-08-30 01:00:00,1,30,4,8,0.0,3.0,0.8989391401451704,29.42000000000003,32.66999999999999,3.0,29.32
1724983200,3,2029.42,32.19,31.19,0.1,7.75,36.24,41.28,9.25,2024-08-30 02:00:00,2,30,4,8,0.0,3.0,0.877906976744186,32.586666666666694,36.533333333333324,3.0,32.2
1724986800,3,2964.02,77.78,33.93,0.24,8.11,38.0,43.68,8.87,2024-08-30 03:00:00,3,30,4,8,0.0,3.0,0.86996336996337,35.480000000000025,40.25999999999999,3.0,36.24
1724990400,2,1308.44,8.94,45.93,11.27,8.58,14.86,16.82,3.8,2024-08-30 04:00:00,4,30,4,8,-1.0,2.6666666666666665,0.8834720570749107,29.70000000000003,33.926666666666655,3.0,38.0
1724994000,1,774.38,0.54,25.36,40.77,7.87,7.86,8.87,2.6,2024-08-30 05:00:00,5,30,4,8,-1.0,2.0,0.8861330326944759,20.240000000000027,23.123333333333324,2.0,14.86
1724997600,1,640.87,0.28,17.48,57.22,7.57,7.18,7.96,2.22,2024-08-30 06:00:00,6,30,4,8,0.0,1.3333333333333333,0.9020100502512562,9.966666666666695,11.216666666666656,1.0,7.86
1725001200,2,600.81,0.34,15.59,63.66,8.23,7.45,8.1,1.99,2024-08-30 07:00:00,7,30,4,8,1.0,1.3333333333333333,0.9197530864197532,7.4966666666666955,8.30999999999999,1.0,7.18
1725004800,2,614.17,0.7,16.28,65.8,9.54,8.04,8.69,2.03,2024-08-30 08:00:00,8,30,4,8,0.0,1.6666666666666667,0.9252013808975834,7.556666666666696,8.249999999999991,2.0,7.45
1725008400,2,640.87,1.09,17.14,68.66,10.97,8.95,9.62,2.06,2024-08-30 09:00:00,9,30,4,8,0.0,2.0,0.9303534303534303,8.146666666666695,8.803333333333324,2.0,8.04
1725012000,2,667.57,1.7,17.31,76.53,12.52,11.05,11.77,2.25,2024-08-30 10:00:00,10,30,4,8,0.0,2.0,0.9388275276125745,9.346666666666694,10.026666666666657,2.0,8.95
1725015600,2,734.33,2.4,19.54,84.4,15.02,13.12,13.97,2.75,2024-08-30 11:00:00,11,30,4,8,0.0,2.0,0.9391553328561202,11.040000000000028,11.786666666666656,2.0,11.05
1725019200,2,847.82,2.88,26.05,85.83,17.88,14.22,15.25,3.42,2024-08-30 12:00:00,12,30,4,8,0.0,2.0,0.9324590163934426,12.796666666666695,13.663333333333325,2.0,13.12
1725022800,3,1842.5,10.51,74.71,34.33,15.26,19.44,21.93,8.11,2024-08-30 13:00:00,13,30,4,8,1.0,2.3333333333333335,0.8864569083447333,15.593333333333362,17.049999999999994,2.0,14.22
1725026400,3,2750.4,30.4,98.71,0.59,9.66,25.14,29.65,11.65,2024-08-30 14:00:00,14,30,4,8,0.0,2.6666666666666665,0.8478920741989883,19.60000000000003,22.276666666666657,3.0,19.44
1725030000,3,2643.59,37.1,86.37,0.0,6.26,26.23,31.97,10.39,2024-08-30 15:00:00,15,30,4,8,0.0,3.0,0.8204566781357523,23.603333333333364,27.84999999999999,3.0,25.14
1725033600,3,2429.96,37.55,72.66,0.0,5.13,27.52,34.2,9.12,2024-08-30 16:00:00,16,30,4,8,0.0,3.0,0.8046783625730993,26.296666666666695,31.939999999999987,3.0,26.23
1725037200,3,2429.96,40.23,63.06,0.0,4.83,30.07,37.92,9.5,2024-08-30 17:00:00,17,30,4,8,0.0,3.0,0.7929852320675105,27.940000000000026,34.69666666666666,3.0,27.52
1725040800,3,2429.96,43.81,55.52,0.0,4.59,31.5,40.28,10.13,2024-08-30 18:00:00,18,30,4,8,0.0,3.0,0.7820258192651439,29.696666666666697,37.46666666666666,3.0,30.07
1725044400,3,2349.85,45.6,51.41,0.0,4.95,31.13,40.14,14.19,2024-08-30 19:00:00,19,30,4,8,0.0,3.0,0.7755356253114101,30.90000000000003,39.44666666666666,3.0,31.5
1725048000,3,2323.15,45.6,50.04,0.0,5.84,31.7,41.29,22.8,2024-08-30 20:00:00,20,30,4,8,0.0,3.0,0.7677403729716639,31.44333333333336,40.569999999999986,3.0,31.13
1725051600,3,2376.56,47.39,50.72,0.0,7.09,34.35,45.0,32.93,2024-08-30 21:00:00,21,30,4,8,0.0,3.0,0.7633333333333334,32.393333333333366,42.143333333333324,3.0,31.7
1725055200,3,2403.26,46.94,52.09,0.0,8.11,36.69,48.27,42.56,2024-08-30 22:00:00,22,30,4,8,0.0,3.0,0.7600994406463641,34.2466666666667,44.853333333333325,3.0,34.35
1725058800,3,2189.64,39.34,50.04,0.0,8.23,36.68,47.92,46.61,2024-08-30 23:00:00,23,30,4,8,0.0,3.0,0.7654424040066777,35.906666666666695,47.063333333333325,3.0,36.69
1725062400,3,1869.2,29.95,44.55,0.0,7.15,34.91,45.0,42.56,2024-08-31 00:00:00,0,31,5,8,0.0,3.0,0.7757777777777777,36.09333333333336,47.063333333333325,3.0,36.68
1725066000,3,1682.28,25.48,35.64,0.03,4.83,32.37,41.29,23.31,2024-08-31 01:00:00,1,31,5,8,0.0,3.0,0.7839670622426738,34.653333333333364,44.73666666666666,3.0,34.91
1725069600,3,1789.09,33.53,30.16,2.06,4.11,31.53,39.98,14.31,2024-08-31 02:00:00,2,31,5,8,0.0,3.0,0.7886443221610806,32.936666666666696,42.089999999999996,3.0,32.37
1725073200,3,2056.12,43.36,34.27,9.48,4.47,31.62,39.37,12.03,2024-08-31 03:00:00,3,31,5,8,0.0,3.0,0.8031496062992127,31.84000000000003,40.213333333333324,3.0,31.53
1725076800,2,1174.93,9.5,29.47,62.23,6.56,22.4,26.73,8.23,2024-08-31 04:00:00,4,31,5,8,-1.0,2.6666666666666665,0.8380097268986157,28.516666666666694,35.35999999999999,3.0,31.62
1725080400,3,974.66,3.52,19.54,124.45,7.21,27.23,31.09,8.23,2024-08-31 05:00:00,5,31,5,8,1.0,2.6666666666666665,0.8758443229334191,27.08333333333336,32.396666666666654,2.0,22.4
1725084000,5,854.49,1.22,10.54,185.97,7.99,38.03,41.9,8.87,2024-08-31 06:00:00,6,31,5,8,2.0,3.3333333333333335,0.90763723150358,29.220000000000027,33.23999999999999,3.0,27.23
1725087600,4,574.11,0.58,4.54,154.5,7.99,24.99,27.03,4.81,2024-08-31 07:00:00,7,31,5,8,-1.0,4.0,0.9245283018867924,30.08333333333336,33.33999999999999,5.0,38.03
1725091200,4,554.08,0.56,4.33,154.5,6.74,25.41,27.25,4.43,2024-08-31 08:00:00,8,31,5,8,0.0,4.333333333333333,0.9324770642201835,29.4766666666667,32.059999999999995,4.0,24.99
1725094800,4,574.11,0.58,4.84,161.65,6.44,28.47,30.32,4.56,2024-08-31 09:00:00,9,31,5,8,0.0,4.0,0.9389841688654353,26.29000000000003,28.19999999999999,4.0,25.41
1725098400,4,634.19,0.68,6.51,174.52,6.08,33.67,35.83,5.64,2024-08-31 10:00:00,10,31,5,8,0.0,4.0,0.9397153223555681,29.183333333333366,31.133333333333326,4.0,28.47
1725102000,4,680.92,0.91,9.85,174.52,5.9,34.16,36.53,6.59,2024-08-31 11:00:00,11,31,5,8,0.0,4.0,0.9351218176840952,32.10000000000003,34.22666666666666,4.0,33.67
1725105600,4,741.0,1.15,16.28,155.93,5.9,29.82,32.24,7.16,2024-08-31 12:00:00,12,31,5,8,0.0,4.0,0.9249379652605458,32.55000000000003,34.86666666666666,4.0,34.16
1725109200,3,1401.9,2.26,57.58,82.25,4.95,30.98,34.15,11.02,2024-08-31 13:00:00,13,31,5,8,-1.0,3.6666666666666665,0.9071742313323573,31.65333333333336,34.306666666666665,4.0,29.82
1725112800,3,2002.72,2.65,89.11,12.87,4.53,34.97,39.55,16.21,2024-08-31 14:00:00,14,31,5,8,0.0,3.3333333333333335,0.8841972187104931,31.92333333333336,35.313333333333325,3.0,30.98
1725116400,3,2136.23,11.51,78.83,0.45,4.35,37.31,43.3,18.24,2024-08-31 15:00:00,15,31,5,8,0.0,3.0,0.8616628175519632,34.42000000000002,38.99999999999999,3.0,34.97
1725120000,3,2243.04,18.55,72.66,0.04,4.47,40.68,48.01,17.48,2024-08-31 16:00:00,16,31,5,8,0.0,3.0,0.8473234742761925,37.653333333333364,43.61999999999998,3.0,37.31
1725123600,3,2349.85,21.46,69.92,0.01,4.71,44.33,52.82,17.99,2024-08-31 17:00:00,17,31,5,8,0.0,3.0,0.8392654297614539,40.77333333333336,48.04333333333332,3.0,40.68
1725127200,3,2403.26,23.25,68.55,0.0,4.95,46.73,56.02,20.52,2024-08-31 18:00:00,18,31,5,8,0.0,3.0,0.8341663691538735,43.913333333333355,52.283333333333324,3.0,44.33
1725130800,3,2349.85,22.58,71.29,0.0,5.9,46.91,56.1,28.63,2024-08-31 19:00:00,19,31,5,8,0.0,3.0,0.8361853832442067,45.99000000000003,54.97999999999999,3.0,46.73
1725134400,3,2269.74,19.89,75.4,0.0,7.09,47.15,56.16,37.49,2024-08-31 20:00:00,20,31,5,8,0.0,3.0,0.8395655270655271,46.93000000000003,56.09333333333333,3.0,46.91
1725138000,4,2349.85,19.67,80.88,0.0,8.82,50.53,59.84,46.61,2024-08-31 21:00:00,21,31,5,8,1.0,3.3333333333333335,0.8444184491978609,48.196666666666694,57.36666666666665,3.0,47.15
1725141600,4,2510.07,21.68,85.68,0.0,10.61,55.23,64.95,55.73,2024-08-31 22:00:00,22,31,5,8,0.0,3.6666666666666665,0.8503464203233255,50.97000000000003,60.31666666666666,4.0,50.53
1725145200,4,2696.99,23.92,91.85,0.0,12.64,60.74,71.0,65.86,2024-08-31 23:00:00,23,31,5,8,0.0,4.0,0.8554929577464789,55.50000000000003,65.26333333333334,4.0,55.23
1725148800,4,2990.72,26.15,102.82,0.0,15.02,68.26,79.46,76.0,2024-09-01 00:00:00,0,1,6,9,0.0,4.0,0.8590485779008308,61.410000000000025,71.80333333333333,4.0,60.74
1725152400,5,3337.86,29.06,109.67,0.0,16.45,78.53,91.77,85.12,2024-09-01 01:00:00,1,1,6,9,1.0,4.333333333333333,0.8557262722022448,69.17666666666669,80.74333333333333,4.0,68.26
1725156000,5,3845.21,46.94,102.82,2.32,17.17,90.02,105.89,84.1,2024-09-01 02:00:00,2,1,6,9,0.0,4.666666666666667,0.8501274907923316,78.93666666666668,92.37333333333332,5.0,78.53
1725159600,5,4592.9,80.47,91.85,9.21,16.69,104.29,121.82,64.85,2024-09-01 03:00:00,3,1,6,9,0.0,5.0,0.8560991626990643,90.9466666666667,106.49333333333333,5.0,90.02
1725163200,5,3524.78,39.34,90.48,41.48,22.65,105.08,118.07,32.42,2024-09-01 04:00:00,4,1,6,9,0.0,5.0,0.8899805200304904,99.7966666666667,115.25999999999999,5.0,104.29
1725166800,5,3231.05,18.33,90.48,113.01,26.23,128.46,140.59,23.31,2024-09-01 05:00:00,5,1,6,9,0.0,5.0,0.9137207482751263,112.61000000000003,126.82666666666665,5.0,105.08
1725170400,5,3231.05,8.61,80.88,240.33,28.61,177.28,189.62,19.0,2024-09-01 06:00:00,6,1,6,9,0.0,5.0,0.9349224765320113,136.94000000000003,149.42666666666665,5.0,128.46
1725174000,5,1375.2,1.9,22.96,280.38,51.02,99.78,106.64,8.36,2024-09-01 07:00:00,7,1,6,9,0.0,5.0,0.9356714178544636,135.17333333333337,145.61666666666665,5.0,177.28
1725177600,5,867.84,0.81,10.2,271.8,36.24,72.9,78.24,6.27,2024-09-01 08:00:00,8,1,6,9,0.0,5.0,0.9317484662576688,116.65333333333335,124.83333333333331,5.0,99.78
1725181200,5,747.68,0.71,8.91,257.49,26.94,62.86,67.71,6.21,2024-09-01 09:00:00,9,1,6,9,0.0,5.0,0.9283709939447645,78.51333333333336,84.19666666666664,5.0,72.9
1725184800,5,660.9,0.71,8.91,228.88,19.55,48.62,53.12,6.52,2024-09-01 10:00:00,10,1,6,9,0.0,5.0,0.9152861445783133,61.460000000000015,66.35666666666664,5.0,62.86
1725188400,5,627.52,0.8,10.8,200.27,16.45,38.58,43.04,6.97,2024-09-01 11:00:00,11,1,6,9,0.0,5.0,0.8963754646840149,50.02000000000002,54.62333333333331,5.0,48.62
1725192000,4,660.9,0.81,15.94,177.38,16.69,34.01,38.59,7.54,2024-09-01 12:00:00,12,1,6,9,-1.0,4.666666666666667,0.8813164032132675,40.40333333333335,44.91666666666665,5.0,38.58
1725195600,3,1508.71,1.56,71.97,91.55,15.26,39.16,45.47,13.3,2024-09-01 13:00:00,13,1,6,9,-1.0,4.0,0.8612271827578623,37.25000000000002,42.366666666666646,4.0,34.01
1725199200,4,2590.18,7.6,123.38,7.78,12.99,50.07,59.66,22.55,2024-09-01 14:00:00,14,1,6,9,1.0,3.6666666666666665,0.8392557827690246,41.08000000000001,47.906666666666645,3.0,39.16
1725202800,4,3017.43,28.61,109.67,0.0,11.8,59.11,72.13,31.16,2024-09-01 15:00:00,15,1,6,9,0.0,3.6666666666666665,0.8194925828365451,49.44666666666669,59.086666666666645,4.0,50.07
1725206400,4,3471.37,44.26,105.56,0.0,13.23,70.75,87.06,40.53,2024-09-01 16:00:00,16,1,6,9,0.0,4.0,0.8126579370549046,59.97666666666669,72.94999999999997,4.0,59.11
1725210000,5,4272.46,58.11,116.53,0.0,15.02,87.46,107.24,44.08,2024-09-01 17:00:00,17,1,6,9,1.0,4.333333333333333,0.8155538977993286,72.44000000000001,88.80999999999999,4.0,70.75
1725213600,5,4966.74,65.27,126.12,0.0,14.54,101.6,124.67,41.04,2024-09-01 18:00:00,18,1,6,9,0.0,4.666666666666667,0.8149514718857784,86.60333333333335,106.32333333333331,5.0,87.46
1725217200,5,4486.08,53.64,106.93,0.0,10.37,98.92,122.43,30.15,2024-09-01 19:00:00,19,1,6,9,0.0,5.0,0.8079719023115249,95.99333333333334,118.1133333333333,5.0,101.6
1725220800,5,3257.75,32.63,74.71,0.0,6.5,84.57,106.33,18.24,2024-09-01 20:00:00,20,1,6,9,0.0,5.0,0.7953540863349948,95.03000000000002,117.80999999999999,5.0,98.92
1725224400,4,2056.12,13.41,49.35,0.11,4.65,68.28,86.35,11.91,2024-09-01 21:00:00,21,1,6,9,-1.0,4.666666666666667,0.7907353792704112,83.92333333333335,105.03666666666665,5.0,84.57
1725228000,4,1241.68,1.37,31.87,5.72,3.99,53.92,67.44,9.25,2024-09-01 22:00:00,22,1,6,9,0.0,4.333333333333333,0.7995255041518388,68.92333333333335,86.70666666666665,4.0,68.28
1725231600,3,881.2,0.03,17.82,19.13,3.76,45.14,55.5,8.11,2024-09-01 23:00:00,23,1,6,9,-1.0,3.6666666666666665,0.8133333333333334,55.78000000000002,69.76333333333332,4.0,53.92
1725235200,3,761.03,0.01,13.02,27.89,3.64,39.58,47.9,7.66,2024-09-02 00:00:00,0,2,0,9,0.0,3.3333333333333335,0.8263048016701461,46.213333333333345,56.94666666666665,3.0,45.14
1725238800,3,734.33,0.0,13.54,39.34,4.17,35.8,42.61,7.98,2024-09-02 01:00:00,1,2,0,9,0.0,3.0,0.840178361886881,40.17333333333335,48.66999999999998,3.0,39.58
1725242400,3,934.6,0.73,25.36,34.69,5.54,36.28,43.33,9.37,2024-09-02 02:00:00,2,2,0,9,0.0,3.0,0.8372951765520426,37.22000000000002,44.613333333333316,3.0,35.8
1725246000,3,1281.74,7.6,36.33,33.62,7.63,38.66,46.25,11.15,2024-09-02 03:00:00,3,2,0,9,0.0,3.0,0.8358918918918918,36.91333333333335,44.06333333333331,3.0,36.28
1725249600,3,1321.79,8.94,35.99,57.22,9.89,38.88,46.13,11.4,2024-09-02 04:00:00,4,2,0,9,0.0,3.0,0.842835464990245,37.94000000000002,45.23666666666665,3.0,38.66
1725253200,3,1201.63,5.7,30.85,91.55,12.04,39.5,46.29,11.53,2024-09-02 05:00:00,5,2,0,9,0.0,3.0,0.8533160509829337,39.01333333333335,46.22333333333331,3.0,38.88
1725256800,3,1121.52,3.21,26.05,131.61,16.21,43.11,49.52,11.91,2024-09-02 06:00:00,6,2,0,9,0.0,3.0,0.870557350565428,40.49666666666669,47.31333333333331,3.0,39.5
1725260400,4,734.33,1.12,12.68,151.63,19.79,37.21,41.37,7.92,2024-09-02 07:00:00,7,2,0,9,1.0,3.3333333333333335,0.8994440415760213,39.94000000000002,45.72666666666665,3.0,43.11
1725264000,4,640.87,0.76,10.97,153.06,20.5,34.3,37.56,6.46,2024-09-02 08:00:00,8,2,0,9,0.0,3.6666666666666665,0.9132055378061766,38.206666666666685,42.816666666666656,4.0,37.21
1725267600,4,660.9,0.69,13.71,151.63,23.6,34.05,37.09,6.27,2024-09-02 09:00:00,9,2,0,9,0.0,4.0,0.918037206794284,35.18666666666668,38.67333333333332,4.0,34.3
1725271200,4,694.27,0.74,17.31,151.63,26.23,35.26,38.22,6.33,2024-09-02 10:00:00,10,2,0,9,0.0,4.0,0.9225536368393511,34.53666666666668,37.62333333333331,4.0,34.05
1725274800,4,741.0,0.87,20.91,153.06,28.37,37.01,39.96,6.4,2024-09-02 11:00:00,11,2,0,9,0.0,4.0,0.9261761761761761,35.44000000000002,38.42333333333331,4.0,35.26
1725278400,4,807.76,0.78,26.73,147.34,31.95,38.13,41.06,6.27,2024-09-02 12:00:00,12,2,0,9,0.0,4.0,0.9286410131514856,36.80000000000002,39.74666666666665,4.0,37.01
1725282000,3,2002.72,3.46,95.96,55.07,29.56,48.65,53.87,10.51,2024-09-02 13:00:00,13,2,0,9,-1.0,3.6666666666666665,0.9031000556896231,41.26333333333336,44.96333333333332,4.0,38.13
1725285600,4,3738.4,38.0,130.24,0.17,24.08,68.26,78.17,15.33,2024-09-02 14:00:00,14,2,0,9,1.0,3.6666666666666665,0.8732250223871051,51.68000000000003,57.69999999999998,3.0,48.65
1725289200,5,4753.11,70.63,123.38,0.0,20.5,86.64,101.4,18.24,2024-09-02 15:00:00,15,2,0,9,1.0,4.0,0.8544378698224852,67.85000000000002,77.81333333333332,4.0,68.26
1725292800,5,5233.76,75.1,117.9,0.0,16.69,98.86,117.62,18.75,2024-09-02 16:00:00,16,2,0,9,0.0,4.666666666666667,0.8405033157626254,84.58666666666669,99.06333333333332,5.0,86.64
1725296400,5,4859.92,56.33,108.3,0.0,11.21,95.39,115.19,14.57,2024-09-02 17:00:00,17,2,0,9,0.0,5.0,0.8281100789999132,93.63000000000004,111.40333333333331,5.0,98.86
1725300000,5,3631.59,33.53,89.11,0.01,7.21,77.28,94.39,10.26,2024-09-02 18:00:00,18,2,0,9,0.0,5.0,0.8187307977539994,90.51000000000003,109.06666666666665,5.0,95.39
1725303600,3,1415.25,0.09,44.55,30.4,5.19,38.2,45.56,6.65,2024-09-02 19:00:00,19,2,0,9,-2.0,4.333333333333333,0.8384547848990342,70.29000000000002,85.04666666666664,5.0,77.28
1725307200,3,947.95,0.0,22.96,41.48,4.47,29.28,33.93,5.38,2024-09-02 20:00:00,20,2,0,9,0.0,3.6666666666666665,0.8629531388152079,48.25333333333335,57.95999999999998,3.0,38.2
1725310800,3,794.41,0.0,15.08,46.49,4.35,26.23,29.63,5.32,2024-09-02 21:00:00,21,2,0,9,0.0,3.0,0.8852514343570705,31.23666666666669,36.37333333333331,3.0,29.28
1725314400,3,734.33,0.0,12.17,50.07,4.89,25.46,28.28,5.45,2024-09-02 22:00:00,22,2,0,9,0.0,3.0,0.9002828854314002,26.99000000000002,30.613333333333316,3.0,26.23
1725318000,2,720.98,0.0,11.65,52.21,6.14,24.97,27.58,5.38,2024-09-02 23:00:00,23,2,0,9,-1.0,2.6666666666666665,0.9053662073966643,25.553333333333352,28.496666666666645,3.0,25.46
1725321600,2,727.65,0.0,12.51,56.51,7.63,23.32,25.77,5.07,2024-09-03 00:00:00,0,3,1,9,0.0,2.3333333333333335,0.9049282110981762,24.583333333333353,27.20999999999998,2.0,24.97
1725325200,2,781.06,0.0,15.08,65.8,8.7,20.65,23.04,4.75,2024-09-03 01:00:00,1,3,1,9,0.0,2.0,0.896267361111111,22.980000000000018,25.463333333333313,2.0,23.32
1725328800,2,1028.06,0.01,28.79,60.8,10.97,21.29,24.3,5.64,2024-09-03 02:00:00,2,3,1,9,0.0,2.0,0.8761316872427983,21.753333333333355,24.36999999999998,2.0,20.65
1725332400,2,1455.31,0.1,54.84,36.48,14.78,24.42,28.16,7.03,2024-09-03 03:00:00,3,3,1,9,0.0,2.0,0.8671875000000001,22.12000000000002,25.166666666666647,2.0,21.29
1725336000,2,1548.77,1.1,58.95,27.18,17.4,24.46,28.13,7.16,2024-09-03 04:00:00,4,3,1,9,0.0,2.0,0.8695343050124423,23.39000000000002,26.863333333333316,2.0,24.42
1725339600,2,1482.01,2.4,48.67,34.33,18.84,23.62,27.09,6.65,2024-09-03 05:00:00,5,3,1,9,0.0,2.0,0.8719084533038022,24.166666666666686,27.79333333333331,2.0,24.46
1725343200,2,1321.79,2.4,38.73,52.93,20.5,20.8,23.72,5.57,2024-09-03 06:00:00,6,3,1,9,0.0,2.0,0.8768971332209107,22.96000000000002,26.313333333333315,2.0,23.62
1725346800,2,1014.71,1.52,25.7,79.39,19.31,14.58,16.52,3.93,2024-09-03 07:00:00,7,3,1,9,0.0,2.0,0.8825665859564165,19.66666666666669,22.443333333333314,2.0,20.8
1725350400,2,921.25,1.37,21.93,89.41,16.93,12.84,14.66,3.77,2024-09-03 08:00:00,8,3,1,9,0.0,2.0,0.8758526603001364,16.073333333333352,18.29999999999998,2.0,14.58
1725354000,2,894.55,1.23,19.88,95.84,14.54,13.42,15.27,4.05,2024-09-03 09:00:00,9,3,1,9,0.0,2.0,0.8788474132285528,13.613333333333353,15.483333333333315,2.0,12.84
1725357600,3,867.84,1.41,17.82,103.0,13.95,13.78,15.53,4.31,2024-09-03 10:00:00,10,3,1,9,1.0,2.3333333333333335,0.8873148744365744,13.346666666666685,15.153333333333315,2.0,13.42
1725361200,3,907.9,1.93,19.19,107.29,14.54,14.31,16.02,4.81,2024-09-03 11:00:00,11,3,1,9,0.0,2.6666666666666665,0.8932584269662922,13.836666666666686,15.606666666666646,3.0,13.78
1725364800,3,1001.36,2.37,25.02,100.14,14.31,14.65,16.42,5.57,2024-09-03 12:00:00,12,3,1,9,0.0,3.0,0.892204628501827,14.246666666666686,15.98999999999998,3.0,14.31
1725368400,3,2162.93,14.98,74.03,30.4,11.68,23.41,27.68,11.65,2024-09-03 13:00:00,13,3,1,9,0.0,3.0,0.8457369942196532,17.456666666666685,20.03999999999998,3.0,14.65
1725372000,3,3738.4,60.8,87.74,0.15,10.97,41.37,50.55,18.24,2024-09-03 14:00:00,14,3,1,9,0.0,3.0,0.8183976261127597,26.476666666666688,31.549999999999983,3.0,23.41
1725375600,4,4806.52,101.03,85.0,0.0,11.92,60.94,74.9,21.53,2024-09-03 15:00:00,15,3,1,9,1.0,3.3333333333333335,0.8136181575433911,41.90666666666669,51.043333333333315,3.0,41.37
1725379200,5,5714.42,130.53,89.11,0.0,14.31,80.73,99.25,29.13,2024-09-03 16:00:00,16,3,1,9,1.0,4.0,0.8134005037783376,61.01333333333335,74.89999999999998,4.0,60.94
1725382800,5,6515.5,148.42,101.45,0.0,19.31,100.55,122.57,44.58,2024-09-03 17:00:00,17,3,1,9,0.0,4.666666666666667,0.8203475564983275,80.74000000000001,98.90666666666665,5.0,80.73
1725386400,5,7156.37,155.57,131.61,0.0,24.32,116.04,139.47,60.8,2024-09-03 18:00:00,18,3,1,9,0.0,5.0,0.8320068832006884,99.10666666666668,120.42999999999999,5.0,100.55
1725390000,5,6942.75,135.9,160.4,0.0,25.51,118.39,139.73,71.94,2024-09-03 19:00:00,19,3,1,9,0.0,5.0,0.8472768911472125,111.66000000000003,133.92333333333332,5.0,116.04
1725393600,5,6675.72,118.02,174.11,0.0,24.8,121.57,141.05,73.97,2024-09-03 20:00:00,20,3,1,9,0.0,5.0,0.8618929457639134,118.66666666666669,140.08333333333331,5.0,118.39
1725397200,5,6568.91,103.71,165.88,0.0,21.46,129.24,149.15,64.85,2024-09-03 21:00:00,21,3,1,9,0.0,5.0,0.8665102246061013,123.06666666666668,143.30999999999997,5.0,121.57
1725400800,5,5767.82,76.89,131.61,0.0,15.97,123.98,144.55,49.14,2024-09-03 22:00:00,22,3,1,9,0.0,5.0,0.8576962988585264,124.93000000000002,144.91666666666666,5.0,129.24
1725404400,5,4592.9,48.73,104.19,0.0,13.11,109.21,129.06,45.09,2024-09-03 23:00:00,23,3,1,9,0.0,5.0,0.8461955679528901,120.81000000000002,140.92,5.0,123.98
1725408000,5,3631.59,32.63,84.31,0.0,11.68,96.77,115.22,45.6,2024-09-04 00:00:00,0,4,2,9,0.0,5.0,0.8398715500781114,109.9866666666667,129.60999999999999,5.0,109.21
1725411600,5,2937.32,26.38,66.49,0.0,10.85,84.91,102.19,46.61,2024-09-04 01:00:00,1,4,2,9,0.0,5.0,0.8309032194931011,96.96333333333335,115.48999999999997,5.0,96.77
