dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1723888800,5,1201.63,0.94,19.19,214.58,31.47,38.24,39.43,3.67
1723892400,5,1255.04,0.85,26.39,205.99,37.67,41.52,42.85,4.05
1723896000,5,1415.25,0.68,37.36,185.97,43.39,44.5,46.03,4.62
1723899600,4,2029.42,0.47,66.49,137.33,37.67,50.17,52.5,7.16
1723903200,4,2723.69,0.05,90.48,85.83,26.46,61.23,64.82,8.99
1723906800,4,2964.02,0.0,91.85,55.79,17.88,72.45,77.06,8.23
1723910400,5,3097.53,0.01,87.74,35.76,11.09,76.47,82.26,8.87
1723914000,5,3257.75,0.49,89.11,14.31,7.99,78.61,85.73,11.02
1723917600,5,3417.97,4.69,91.85,2.19,7.63,83.32,91.26,13.55
1723921200,5,3337.86,7.15,86.37,0.59,8.7,82.75,89.77,14.31
1723924800,5,3017.43,4.19,74.71,1.01,9.3,77.69,83.37,13.05
1723928400,5,2803.8,1.79,63.75,1.79,9.89,76.13,80.76,13.05
1723932000,5,2696.99,1.13,57.58,1.97,9.78,77.73,81.72,14.06
1723935600,5,2696.99,1.49,52.09,0.98,8.82,80.35,83.99,14.31
1723939200,5,2723.69,3.16,47.3,0.23,7.75,83.31,86.65,14.06
1723942800,5,2990.72,7.82,47.98,0.05,7.21,89.9,93.36,14.31
1723946400,5,3524.78,25.03,47.98,2.7,6.97,98.64,103.43,13.3
1723950000,5,4058.84,44.26,58.26,12.34,7.27,107.52,113.61,14.19
1723953600,5,2830.51,9.72,52.09,101.57,11.21,99.93,103.99,8.61
1723957200,5,2243.04,3.52,31.87,197.41,11.8,102.17,105.86,7.54
1723960800,5,1815.8,1.23,15.59,268.94,12.04,96.34,99.72,8.49
1723964400,5,974.66,0.5,5.48,185.97,10.13,38.76,40.12,4.56
1723968000,4,754.36,0.47,4.67,153.06,8.23,25.42,26.18,2.85
1723971600,4,700.95,0.49,5.14,143.05,7.63,22.17,22.83,2.69
1723975200,3,680.92,0.53,6.0,133.04,7.27,19.03,19.67,2.91
1723978800,3,720.98,0.67,9.25,128.75,9.78,18.36,19.09,3.32
1723982400,3,807.76,0.77,16.28,123.02,14.54,18.89,19.68,3.58
1723986000,3,1815.8,3.05,74.71,55.79,15.97,25.59,27.6,9.12
1723989600,3,3150.94,22.13,117.9,1.59,14.19,36.92,41.12,15.07
1723993200,3,3631.59,46.94,105.56,0.0,11.92,45.03,51.21,17.99
1723996800,4,3631.59,51.86,91.85,0.0,10.73,50.47,58.3,21.79
1724000400,4,3898.62,57.22,91.85,0.0,12.04,57.74,67.18,29.13
1724004000,4,4486.08,65.27,102.82,0.0,13.95,66.55,77.61,37.49
1724007600,4,4806.52,67.95,113.79,0.0,16.21,72.14,83.29,42.05
1724011200,5,4859.92,68.84,113.79,0.0,18.12,75.96,86.64,43.57
1724014800,5,4806.52,67.06,108.3,0.0,19.07,80.13,89.88,39.52
1724018400,5,4379.27,50.96,98.71,0.0,16.45,83.52,91.19,27.11
1724022000,5,3524.78,25.93,85.0,0.0,12.76,84.12,89.81,18.75
1724025600,5,2723.69,7.71,70.6,0.76,10.01,80.18,84.45,14.57
1724029200,4,2162.93,0.75,56.21,8.4,8.7,71.56,75.19,11.78
1724032800,4,2002.72,3.91,52.78,10.28,9.42,62.18,66.23,10.26
1724036400,4,2056.12,12.85,54.84,15.2,12.64,54.04,58.31,9.12
1724040000,3,1815.8,10.95,54.15,39.7,25.51,48.37,52.0,6.59
1724043600,4,1628.88,8.72,46.61,79.39,33.38,52.2,55.59,5.13
1724047200,4,1468.66,4.53,33.24,153.06,32.9,58.83,62.01,5.07
1724050800,4,921.25,0.94,9.85,177.38,19.31,38.82,40.31,2.66
1724054400,4,761.03,0.5,7.28,147.34,12.87,27.39,28.47,2.82
1724058000,3,734.33,0.25,9.08,121.59,11.8,22.49,23.52,3.2
1724061600,3,727.65,0.16,11.14,101.57,12.16,18.35,19.29,3.32
1724065200,2,747.68,0.48,14.39,92.98,13.71,17.36,18.3,3.45
1724068800,2,814.44,0.82,20.39,85.83,16.21,17.55,18.53,3.58
1724072400,3,1976.01,13.97,74.71,25.39,16.93,25.58,28.07,9.5
1724076000,3,3471.37,59.01,95.96,0.46,15.97,39.21,44.53,17.48
1724079600,4,4165.65,88.51,94.59,0.0,15.26,51.23,59.3,25.84
1724083200,4,4753.11,111.76,95.96,0.0,17.17,63.66,74.65,35.46
1724086800,5,5554.2,132.32,95.96,0.0,19.07,76.51,90.31,40.02
1724090400,5,6141.66,146.63,95.96,0.0,19.31,86.64,102.54,42.05
1724094000,5,6034.85,139.47,87.74,0.0,16.69,87.55,103.7,39.01
1724097600,5,5393.98,121.59,74.03,0.0,13.23,84.27,99.27,30.91
1724101200,5,4859.92,100.14,65.8,0.0,11.56,80.55,94.26,23.05
1724104800,5,4432.68,80.47,65.12,0.0,11.68,79.08,90.77,18.75
1724108400,5,4165.65,66.16,66.49,0.0,13.23,79.19,89.33,21.53
1724112000,5,3952.03,59.9,66.49,0.0,15.74,81.08,89.68,27.36
1724115600,5,3738.4,55.43,65.8,0.0,17.17,82.25,90.38,32.93
1724119200,5,3471.37,58.11,55.52,0.31,15.02,80.11,88.98,28.88
1724122800,4,3017.43,55.88,47.3,0.58,11.21,68.19,76.05,18.75
1724126400,3,1695.63,9.72,46.61,4.83,10.25,39.14,42.99,9.12
1724130000,3,1255.04,1.41,34.62,26.11,10.25,26.05,28.38,6.08
1724133600,2,1054.76,1.19,24.68,45.06,12.16,20.67,22.48,5.38
1724137200,2,821.11,0.95,14.74,70.81,13.23,14.64,15.76,3.99
1724140800,2,767.71,1.09,11.82,91.55,13.47,14.14,15.06,3.8
1724144400,3,761.03,1.13,10.97,113.01,14.78,17.24,18.18,4.05
1724148000,3,754.36,1.03,10.71,130.18,16.21,20.36,21.28,4.02
1724151600,3,761.03,1.03,13.02,134.47,18.12,22.08,23.01,3.99
1724155200,3,821.11,1.02,18.68,133.04,20.5,23.66,24.66,4.18
1724158800,3,1949.31,5.48,85.0,58.65,18.36,33.5,35.95,9.37
1724162400,3,3257.75,25.03,131.61,1.77,14.66,48.34,53.5,16.21
1724166000,4,3685.0,42.02,127.49,0.0,13.71,62.3,70.04,24.57
1724169600,5,4005.43,54.54,128.87,0.0,15.74,77.14,87.45,36.48
1724173200,5,4539.49,68.84,134.35,0.0,18.6,93.14,105.77,46.61
1724176800,5,5073.55,81.36,142.57,0.0,20.98,110.32,124.57,55.22
1724180400,5,5126.95,84.04,141.2,0.0,20.98,118.7,132.71,58.26
1724184000,5,4432.68,65.27,119.27,0.0,18.36,116.69,129.09,51.17
1724187600,5,3471.37,36.66,91.85,0.0,15.5,112.65,122.3,35.97
1724191200,5,2510.07,5.09,71.29,5.81,13.47,109.26,115.1,19.25
1724194800,5,2189.64,0.01,53.47,20.56,13.83,106.65,111.22,12.79
1724198400,5,2483.37,0.11,58.26,13.23,14.19,98.33,103.78,10.39
1724202000,5,2643.59,1.03,61.69,4.78,11.44,76.73,82.89,8.87
1724205600,4,2510.07,7.6,58.26,2.84,10.25,59.51,65.62,8.61
1724209200,4,2777.1,25.03,63.06,1.94,12.4,53.46,59.43,9.5
1724212800,4,3044.13,37.1,68.55,3.76,15.14,50.19,56.1,10.26
1724216400,3,3177.64,35.32,76.09,15.38,17.64,49.67,55.57,10.51
1724220000,4,2990.72,19.0,82.94,56.51,21.93,53.15,58.46,10.26
1724223600,4,1628.88,4.36,37.36,144.48,33.86,36.9,39.36,5.89
1724227200,5,1281.74,2.01,22.28,194.55,33.86,39.27,40.95,4.31
1724230800,5,1201.63,1.27,16.45,243.19,34.33,47.51,49.01,3.8
1724234400,5,1148.22,0.96,14.05,263.21,26.7,51.03,52.44,4.18
1724238000,5,1134.87,0.96,16.45,248.91,20.27,48.7,50.14,5.07
1724241600,5,1148.22,1.08,22.96,208.85,17.4,43.16,44.72,5.89
1724245200,3,1441.96,1.13,46.61,138.76,11.92,39.16,41.38,8.49
1724248800,3,1682.28,0.12,60.32,77.25,6.62,39.12,42.49,11.53
1724252400,3,1682.28,0.0,55.52,65.09,4.83,45.23,49.82,12.16
1724256000,4,1895.9,0.0,63.06,49.35,4.47,55.47,61.53,11.4
1724259600,4,2216.34,0.22,75.4,21.28,4.47,64.43,72.13,11.02
1724263200,4,2456.67,3.19,77.46,4.52,4.41,69.73,78.39,10.64
1724266800,4,2483.37,6.54,71.29,0.92,3.99,71.48,80.0,10.01
1724270400,4,2429.96,5.87,63.06,0.66,3.73,74.35,82.97,10.01
1724274000,5,2323.15,4.02,54.84,0.78,3.67,76.91,85.97,10.89
1724277600,5,2189.64,2.24,50.04,1.74,4.77,81.66,91.41,18.75
1724281200,5,2056.12,1.1,48.67,3.04,6.68,85.99,96.2,28.12
1724284800,5,2056.12,1.69,50.04,2.35,8.58,89.22,99.77,35.46
1724288400,5,2296.45,7.71,56.89,0.28,10.97,91.19,103.01,43.06
1724292000,5,2990.72,33.97,65.8,2.35,14.07,94.14,107.93,49.65
1724295600,5,4058.84,76.89,78.83,8.76,17.4,100.8,115.88,50.16
1724299200,4,2243.04,15.65,62.38,70.1,33.86,73.04,80.8,15.07
1724302800,4,1976.01,8.38,50.72,135.9,39.58,74.96,81.46,10.89
1724306400,5,1668.93,3.32,31.53,228.88,31.95,78.65,84.25,9.75
1724310000,5,907.9,0.86,8.91,211.72,17.88,46.02,50.35,5.51
1724313600,4,700.95,0.71,6.43,175.95,11.32,31.64,37.02,4.56
1724317200,4,667.57,0.75,6.85,164.51,9.78,27.94,34.74,4.62
1724320800,4,667.57,0.8,7.71,157.36,8.58,27.34,35.2,4.94
1724324400,4,727.65,1.03,11.48,155.93,8.94,29.55,37.29,5.89
1724328000,4,841.14,1.27,18.85,144.48,9.42,30.92,38.63,6.84
1724331600,3,1815.8,5.25,78.83,62.23,7.99,36.8,45.82,12.16
1724335200,3,2696.99,20.79,106.93,2.03,6.74,44.22,55.42,18.49
1724338800,3,2803.8,36.21,89.11,0.0,6.26,48.31,61.66,22.55
1724342400,4,2937.32,43.81,86.37,0.0,7.99,52.67,67.95,29.13
1724346000,4,3124.24,50.51,91.85,0.0,10.61,60.0,77.02,37.49
1724349600,4,3391.27,56.33,97.33,0.0,12.4,65.64,83.6,42.56
1724353200,4,3631.59,59.9,102.82,0.0,13.71,68.74,86.57,48.13
1724356800,4,3845.21,62.58,111.04,0.0,15.5,72.95,91.08,56.24
1724360400,5,4112.24,63.48,119.27,0.0,17.88,79.5,98.56,65.86
1724364000,5,4272.46,62.58,123.38,0.0,19.79,84.73,104.84,74.98
1724367600,5,4272.46,59.01,124.75,0.0,20.98,87.9,109.06,82.08
1724371200,5,4058.84,50.96,120.64,0.0,21.22,88.09,110.35,85.12
1724374800,5,3578.19,40.23,101.45,0.01,18.36,81.44,104.45,76.0
1724378400,5,3524.78,54.09,78.14,1.48,15.74,77.69,101.52,59.78
1724382000,5,4325.87,94.77,73.34,5.9,15.5,82.31,106.49,46.1
1724385600,5,3311.16,44.7,89.11,35.41,26.23,86.26,105.96,23.81
1724389200,5,3017.43,21.46,97.33,95.84,31.47,99.28,117.7,17.23
1724392800,5,2643.59,9.61,80.2,200.27,34.81,119.2,136.69,13.55
1724396400,5,1014.71,1.36,15.77,223.16,29.56,58.78,76.63,6.84
1724400000,5,714.3,0.64,7.63,194.55,15.74,41.15,60.45,4.94
1724403600,5,674.25,0.59,8.05,183.11,12.99,36.36,55.39,4.75
1724407200,4,680.92,0.66,9.42,178.81,11.92,34.4,52.26,5.19
1724410800,4,734.33,0.88,12.85,178.81,13.11,34.87,51.5,6.21
1724414400,4,827.79,1.03,19.36,168.8,14.42,34.63,50.89,7.09
1724418000,3,1922.61,4.36,87.74,73.67,11.44,40.86,57.4,13.05
1724421600,3,3017.43,22.35,127.49,2.03,8.7,49.87,67.32,20.27
1724425200,4,3177.64,40.68,111.04,0.0,8.11,55.32,74.23,25.84
1724428800,4,3284.45,50.07,102.82,0.0,9.06,62.81,83.34,33.44
1724432400,4,3417.97,57.22,101.45,0.0,10.85,71.09,93.14,43.57
1724436000,5,3578.19,65.27,104.19,0.0,12.28,76.65,99.75,55.22
1724439600,5,3578.19,67.95,102.82,0.0,12.87,76.81,99.44,61.3
1724443200,5,3845.21,77.78,101.45,0.0,13.11,81.35,103.98,61.81
1724446800,5,4699.71,91.2,112.41,0.0,12.99,92.51,116.65,55.22
1724450400,5,5233.76,84.04,120.64,0.0,10.49,100.61,126.73,42.05
1724454000,5,4806.52,55.43,112.41,0.0,7.51,100.55,127.36,29.39
1724457600,5,3845.21,29.06,89.11,0.0,5.48,95.55,121.54,20.01
1724461200,5,2750.4,13.08,61.01,0.07,4.65,86.65,111.24,14.31
1724464800,5,2376.56,17.21,48.67,2.86,5.54,80.92,104.81,12.79
1724468400,5,2643.59,26.38,58.95,15.91,8.23,85.52,109.3,12.29
1724472000,5,1628.88,4.69,40.78,111.58,23.6,77.16,97.69,7.41
1724475600,5,1455.31,3.13,29.82,168.8,29.8,77.35,96.6,7.54
1724479200,5,1388.55,1.77,20.73,240.33,32.9,87.15,105.6,8.23
1724482800,5,741.0,0.67,7.37,200.27,24.32,49.47,65.51,4.5
1724486400,4,540.73,0.53,5.36,163.08,14.78,32.31,48.19,3.36
1724490000,4,507.35,0.51,5.74,151.63,11.8,27.11,42.81,3.32
1724493600,4,494.0,0.52,6.0,143.05,9.54,23.97,38.66,3.55
1724497200,4,507.35,0.61,7.28,140.19,9.06,22.72,36.38,4.05
1724500800,3,554.08,0.7,10.45,133.04,9.66,21.88,34.79,4.69
1724504400,3,1348.5,3.3,60.32,65.09,8.94,25.86,38.89,10.39
1724508000,3,2243.04,14.75,98.71,3.13,8.34,32.56,46.72,19.51
1724511600,3,2616.88,34.42,90.48,0.0,9.18,37.89,53.51,30.65
1724515200,3,2964.02,46.49,95.96,0.0,11.44,44.3,61.44,41.54
1724518800,4,3257.75,55.43,98.71,0.0,13.59,51.53,69.88,50.16
1724522400,4,3471.37,64.37,100.08,0.0,14.66,57.12,76.17,57.76
1724526000,4,3578.19,68.84,100.08,0.0,14.66,58.89,77.95,62.32
1724529600,4,3898.62,71.53,108.3,0.0,13.83,64.56,84.19,59.28
1724533200,4,4272.46,63.48,120.64,0.0,11.68,72.98,94.35,47.62
1724536800,4,3898.62,42.02,106.93,0.0,8.11,73.22,95.74,30.91
1724540400,4,2990.72,21.68,78.83,0.0,5.9,66.8,88.96,22.8
1724544000,4,2162.93,8.94,56.21,0.13,5.25,60.77,82.23,20.27
1724547600,4,1655.58,5.48,41.13,0.63,5.3,56.38,76.79,18.75
1724551200,4,1842.5,16.32,40.44,2.17,5.84,55.81,76.1,16.72
1724554800,4,2536.77,39.34,50.72,7.06,7.09,61.03,81.44,16.47
1724558400,4,1415.25,4.64,43.87,58.65,18.84,52.16,67.93,10.39
1724562000,3,1214.98,3.8,34.27,87.26,22.89,48.95,62.4,10.01
1724565600,4,1121.52,3.05,27.42,123.02,25.99,51.07,63.27,9.88
1724569200,4,854.49,1.27,13.88,163.08,23.84,50.9,61.97,7.6
1724572800,5,734.33,0.64,8.05,183.11,20.27,50.07,60.19,6.14
1724576400,5,700.95,0.58,7.54,188.83,18.12,47.96,57.33,5.76
1724580000,5,654.22,0.61,7.97,181.67,14.54,40.16,49.16,5.89
1724583600,4,614.17,0.76,10.02,164.51,13.35,32.49,41.67,5.95
1724587200,4,627.52,0.91,14.91,143.05,14.07,27.04,36.72,6.08
1724590800,3,1415.25,2.85,65.8,70.1,12.04,28.41,39.22,11.15
1724594400,3,2296.45,11.73,105.56,4.07,8.94,33.1,45.56,18.49
1724598000,3,2590.18,29.95,90.48,0.0,7.21,36.74,50.9,23.31
1724601600,3,2777.1,39.79,89.11,0.0,8.34,41.16,56.88,31.41
1724605200,3,2964.02,43.81,95.96,0.0,10.85,48.16,65.23,42.56
1724608800,4,3124.24,47.39,100.08,0.0,12.28,53.71,71.7,51.68
1724612400,4,3204.35,48.28,104.19,0.0,12.87,57.13,75.12,58.77
1724616000,4,3471.37,49.17,119.27,0.0,15.02,62.35,80.69,67.89
1724619600,4,3898.62,44.26,145.32,0.0,17.64,70.5,89.65,77.01
1724623200,5,3845.21,34.42,145.32,0.0,17.64,76.96,96.92,79.04
1724626800,5,3524.78,25.93,131.61,0.0,16.93,81.75,102.05,78.02
1724630400,5,3284.45,21.23,117.9,0.0,17.17,86.7,107.17,79.04
1724634000,5,3070.83,21.01,102.82,0.02,17.17,90.85,111.5,73.97
1724637600,5,3364.56,41.13,86.37,2.24,16.21,98.12,119.52,56.74
1724641200,5,4219.06,76.89,83.63,8.58,16.21,111.33,133.37,39.01
1724644800,5,2616.88,24.14,82.25,55.79,51.98,104.1,121.33,14.69
1724648400,5,2082.82,12.29,67.86,117.3,55.79,90.04,105.41,11.15
1724652000,5,1562.12,4.47,39.76,211.72,38.15,76.3,91.08,10.89
1724655600,4,667.57,0.88,8.14,178.81,13.71,32.72,45.03,6.27
1724659200,4,520.71,0.61,5.36,157.36,8.23,23.25,34.91,5.07
1724662800,4,514.03,0.61,5.83,154.5,7.99,22.26,33.86,5.26
1724666400,4,520.71,0.64,6.68,150.2,7.45,22.2,33.73,5.83
1724670000,4,554.08,0.76,8.91,145.91,7.75,22.85,34.28,6.71
1724673600,3,607.49,0.84,13.54,135.9,8.58,23.41,34.73,7.35
1724677200,3,1615.52,4.86,76.77,57.22,8.11,30.27,42.4,13.3
1724680800,3,2590.18,24.59,106.93,1.12,7.63,39.88,53.91,21.28
1724684400,3,2857.21,42.47,91.85,0.0,8.23,46.79,62.56,28.37
1724688000,4,3150.94,53.2,94.59,0.0,9.89,54.08,71.61,33.44
1724691600,4,3791.81,63.48,111.04,0.0,10.85,63.2,82.35,29.13
1724695200,4,4379.27,67.95,120.64,0.0,9.66,68.13,87.86,22.04
1724698800,4,2910.61,24.14,93.22,0.16,6.32,51.46,67.75,13.43
1724702400,3,1388.55,0.8,46.61,15.56,4.17,40.21,51.6,8.36
1724706000,3,781.06,0.0,14.57,52.93,3.78,39.82,47.71,5.95
1724709600,3,660.9,0.0,7.71,76.53,4.35,39.34,45.22,5.0
1724713200,3,654.22,0.0,7.88,75.82,4.53,38.07,43.54,5.26
1724716800,3,680.92,0.0,9.85,69.38,5.07,37.8,43.18,5.95
1724720400,3,767.71,0.0,15.25,58.65,5.6,38.35,43.97,6.97
1724724000,3,1121.52,0.7,35.64,34.33,6.5,40.6,47.26,8.23
1724727600,3,1869.2,15.65,56.89,13.59,7.75,44.94,53.06,9.5
1724731200,3,2563.48,36.21,63.75,13.23,8.7,49.25,58.91,10.13
1724734800,4,2857.21,37.55,70.6,20.38,9.06,54.17,65.29,10.01
1724738400,4,2857.21,25.26,77.46,39.7,9.06,60.6,72.82,9.37
1724742000,4,2777.1,13.3,76.77,80.11,9.06,69.74,82.63,8.36
1724745600,5,2750.4,7.15,71.29,130.18,8.82,80.57,93.81,7.54
1724749200,5,2777.1,4.97,67.86,163.08,8.7,89.2,102.61,7.22
1724752800,5,2830.51,4.14,68.55,165.94,8.7,91.18,104.48,7.28
1724756400,5,2910.61,3.97,76.09,141.62,8.58,87.01,99.96,7.66
1724760000,5,3150.94,4.25,97.33,89.41,8.58,78.8,91.39,8.36
1724763600,4,3391.27,3.74,117.9,31.11,8.46,69.07,81.37,8.99
1724767200,4,3391.27,6.93,115.16,2.75,8.23,60.08,72.35,9.63
1724770800,4,3097.53,12.96,95.96,0.17,7.75,53.43,65.93,10.01
1724774400,3,2696.99,13.3,80.88,0.1,7.21,48.54,61.22,9.88
1724778000,3,2296.45,11.18,68.55,0.17,6.74,45.05,57.84,9.63
1724781600,3,2002.72,9.39,61.01,0.29,6.26,41.6,54.21,9.25
1724785200,3,1735.69,5.53,54.84,0.93,5.6,37.51,49.4,8.49
1724788800,3,1441.96,0.99,45.93,5.99,5.07,33.76,44.95,7.98
1724792400,3,1174.93,0.02,32.9,16.81,4.71,31.3,41.8,7.73
1724796000,3,1014.71,0.01,25.7,19.31,4.41,30.65,40.88,7.85
1724799600,3,1001.36,0.04,26.05,13.23,4.47,32.24,42.56,8.49
1724803200,3,1121.52,0.56,32.56,5.72,5.01,34.84,45.3,9.5
1724806800,3,1615.52,4.25,45.24,0.71,4.95,42.26,53.59,10.51
1724810400,4,2510.07,23.25,52.78,0.77,5.36,55.56,68.41,11.78
1724814000,4,3578.19,59.9,57.58,3.08,6.44,67.26,81.19,12.92
1724817600,4,4219.06,78.68,67.86,6.97,6.91,73.89,88.1,13.3
1724821200,5,4165.65,63.48,86.37,17.7,6.79,79.48,93.52,13.05
1724824800,5,3898.62,32.63,102.82,54.36,6.56,94.28,107.91,11.65
1724828400,5,3631.59,13.3,94.59,135.9,6.32,121.17,134.25,10.01
1724832000,5,3524.78,7.1,80.88,220.3,6.14,152.06,164.56,8.74
1724835600,5,3578.19,5.31,76.77,254.63,6.2,172.51,184.84,8.61
1724839200,5,3631.59,4.92,79.51,246.05,6.26,177.67,190.11,8.99
1724842800,5,3738.4,5.14,91.85,203.13,6.32,173.44,186.38,9.63
1724846400,5,4058.84,6.03,119.27,128.75,6.62,162.64,176.16,10.64
1724850000,5,4432.68,5.31,148.06,47.21,6.79,148.71,162.82,11.78
1724853600,5,4325.87,6.71,143.95,3.89,6.68,133.52,148.52,12.67
1724857200,5,3952.03,12.96,117.9,0.21,6.32,121.64,137.55,13.05
1724860800,5,3524.78,12.52,98.71,0.16,5.84,111.47,127.73,13.05
1724864400,5,3124.24,9.83,85.68,0.33,5.36,102.74,119.17,13.05
1724868000,5,2830.51,8.38,76.77,0.49,4.95,96.27,112.41,12.41
1724871600,5,2510.07,4.92,68.55,1.33,4.29,89.29,104.5,11.27
1724875200,5,2162.93,0.92,55.52,6.71,3.76,82.64,97.15,10.64
1724878800,5,1815.8,0.05,39.76,17.17,3.43,77.61,91.59,10.39
1724882400,5,1735.69,0.01,33.93,20.21,4.11,77.32,90.44,9.63
1724886000,5,2109.53,0.06,41.13,13.95,5.9,87.69,100.45,8.23
1724889600,5,2563.48,0.18,49.35,9.3,8.11,101.52,113.84,6.84
1724893200,5,1842.5,0.0,29.13,44.35,8.7,84.2,92.19,4.94
1724896800,3,1308.44,0.02,30.16,41.48,8.34,44.88,49.7,4.81
1724900400,3,1522.06,2.35,54.15,14.13,9.66,30.23,34.19,5.07
1724904000,3,1815.8,11.18,61.01,7.87,10.49,26.35,30.2,5.38
1724907600,2,1815.8,13.75,55.52,20.03,10.37,24.64,28.58,5.57
1724911200,2,1575.47,9.05,46.61,47.21,10.49,23.82,27.65,5.64
1724914800,3,1174.93,3.02,29.47,113.01,13.47,25.92,28.62,4.43
1724918400,4,1081.47,1.82,20.91,154.5,15.97,31.44,33.61,4.24
1724922000,4,1041.41,1.36,16.28,177.38,17.64,37.01,38.83,4.12
1724925600,4,934.6,1.19,14.57,170.23,17.88,34.88,36.29,3.67
1724929200,4,881.2,1.48,18.85,143.05,18.6,28.02,29.23,3.7
1724932800,3,934.6,1.75,27.76,114.44,19.31,23.37,24.57,4.24
1724936400,2,1121.52,0.98,42.16,82.97,19.07,21.85,23.27,5.45
1724940000,2,1241.68,0.03,44.55,59.37,13.95,22.63,24.43,6.52
1724943600,3,1148.22,0.0,32.56,60.08,7.99,26.13,28.16,6.08
1724947200,3,1041.41,0.0,25.02,62.23,4.95,31.97,34.05,4.94
1724950800,3,1121.52,0.0,29.82,47.92,4.89,36.15,38.72,4.88
1724954400,3,1321.79,0.04,39.41,29.33,5.66,38.91,41.92,5.26
1724958000,3,1401.9,0.08,42.5,21.1,6.2,38.6,41.49,5.19
1724961600,3,1268.39,0.01,34.27,25.75,6.85,35.04,37.57,4.81
1724965200,3,1001.36,0.0,22.28,39.34,8.23,27.74,29.75,4.12
1724968800,2,921.25,0.0,18.51,37.55,8.23,23.89,26.01,5.19
1724972400,3,1054.76,0.03,22.62,20.74,7.33,26.74,29.69,7.28
1724976000,3,1188.28,0.45,27.08,8.49,7.45,29.32,32.5,8.74
1724979600,3,1428.6,5.59,30.85,0.77,7.51,32.2,35.82,9.88
1724983200,3,2029.42,32.19,31.19,0.1,7.75,36.24,41.28,9.25
1724986800,3,2964.02,77.78,33.93,0.24,8.11,38.0,43.68,8.87
1724990400,2,1308.44,8.94,45.93,11.27,8.58,14.86,16.82,3.8
1724994000,1,774.38,0.54,25.36,40.77,7.87,7.86,8.87,2.6
1724997600,1,640.87,0.28,17.48,57.22,7.57,7.18,7.96,2.22
1725001200,2,600.81,0.34,15.59,63.66,8.23,7.45,8.1,1.99
1725004800,2,614.17,0.7,16.28,65.8,9.54,8.04,8.69,2.03
1725008400,2,640.87,1.09,17.14,68.66,10.97,8.95,9.62,2.06
1725012000,2,667.57,1.7,17.31,76.53,12.52,11.05,11.77,2.25
1725015600,2,734.33,2.4,19.54,84.4,15.02,13.12,13.97,2.75
1725019200,2,847.82,2.88,26.05,85.83,17.88,14.22,15.25,3.42
1725022800,3,1842.5,10.51,74.71,34.33,15.26,19.44,21.93,8.11
1725026400,3,2750.4,30.4,98.71,0.59,9.66,25.14,29.65,11.65
1725030000,3,2643.59,37.1,86.37,0.0,6.26,26.23,31.97,10.39
1725033600,3,2429.96,37.55,72.66,0.0,5.13,27.52,34.2,9.12
1725037200,3,2429.96,40.23,63.06,0.0,4.83,30.07,37.92,9.5
1725040800,3,2429.96,43.81,55.52,0.0,4.59,31.5,40.28,10.13
1725044400,3,2349.85,45.6,51.41,0.0,4.95,31.13,40.14,14.19
1725048000,3,2323.15,45.6,50.04,0.0,5.84,31.7,41.29,22.8
1725051600,3,2376.56,47.39,50.72,0.0,7.09,34.35,45.0,32.93
1725055200,3,2403.26,46.94,52.09,0.0,8.11,36.69,48.27,42.56
1725058800,3,2189.64,39.34,50.04,0.0,8.23,36.68,47.92,46.61
1725062400,3,1869.2,29.95,44.55,0.0,7.15,34.91,45.0,42.56
1725066000,3,1682.28,25.48,35.64,0.03,4.83,32.37,41.29,23.31
1725069600,3,1789.09,33.53,30.16,2.06,4.11,31.53,39.98,14.31
1725073200,3,2056.12,43.36,34.27,9.48,4.47,31.62,39.37,12.03
1725076800,2,1174.93,9.5,29.47,62.23,6.56,22.4,26.73,8.23
1725080400,3,974.66,3.52,19.54,124.45,7.21,27.23,31.09,8.23
1725084000,5,854.49,1.22,10.54,185.97,7.99,38.03,41.9,8.87
1725087600,4,574.11,0.58,4.54,154.5,7.99,24.99,27.03,4.81
1725091200,4,554.08,0.56,4.33,154.5,6.74,25.41,27.25,4.43
1725094800,4,574.11,0.58,4.84,161.65,6.44,28.47,30.32,4.56
1725098400,4,634.19,0.68,6.51,174.52,6.08,33.67,35.83,5.64
1725102000,4,680.92,0.91,9.85,174.52,5.9,34.16,36.53,6.59
1725105600,4,741.0,1.15,16.28,155.93,5.9,29.82,32.24,7.16
1725109200,3,1401.9,2.26,57.58,82.25,4.95,30.98,34.15,11.02
1725112800,3,2002.72,2.65,89.11,12.87,4.53,34.97,39.55,16.21
1725116400,3,2136.23,11.51,78.83,0.45,4.35,37.31,43.3,18.24
1725120000,3,2243.04,18.55,72.66,0.04,4.47,40.68,48.01,17.48
1725123600,3,2349.85,21.46,69.92,0.01,4.71,44.33,52.82,17.99
1725127200,3,2403.26,23.25,68.55,0.0,4.95,46.73,56.02,20.52
1725130800,3,2349.85,22.58,71.29,0.0,5.9,46.91,56.1,28.63
1725134400,3,2269.74,19.89,75.4,0.0,7.09,47.15,56.16,37.49
1725138000,4,2349.85,19.67,80.88,0.0,8.82,50.53,59.84,46.61
1725141600,4,2510.07,21.68,85.68,0.0,10.61,55.23,64.95,55.73
1725145200,4,2696.99,23.92,91.85,0.0,12.64,60.74,71.0,65.86
